scene,kind,index,file,width,height,ratio,fill_ratio,edge_touch_ratio,edge_touch_pixels,bbox_ratio,bbox_fill_ratio,bbox_x0,bbox_y0,bbox_x1,bbox_y1,anchor_x,anchor_y,seam_lr,seam_tb,seam_alpha,status
puppet_fair,prop,3,godot\assets\fairytales\puppet_fair\prop-3.png,583,549,1.061931,0.498986,0.000000,0,1.063790,0.528469,8,8,575,541,0.500000,0.985428,,,,need_attention
puppet_fair,enemy,0,godot\assets\fairytales\puppet_fair\enemy-0.png,452,633,0.714060,0.465095,0.000000,0,0.706645,0.494666,8,8,444,625,0.500000,0.987362,,,,need_attention
puppet_fair,enemy,1,godot\assets\fairytales\puppet_fair\enemy-1.png,511,631,0.809826,0.446714,0.000000,0,0.804878,0.473151,8,8,503,623,0.500000,0.987322,,,,need_attention
puppet_fair,enemy,2,godot\assets\fairytales\puppet_fair\enemy-2.png,548,591,0.927242,0.523361,0.000000,0,0.925217,0.554103,8,8,540,583,0.500000,0.986464,,,,need_attention
cinder_kitchen,ground,,godot\assets\fairytales\cinder_kitchen\ground.png,512,512,1.000000,1.000000,0.007797,2044,1.000000,1.000000,0,0,512,512,,,50.742188,33.364582,0.000000,need_attention
cinder_kitchen,cliff,,godot\assets\fairytales\cinder_kitchen\cliff.png,512,512,1.000000,1.000000,0.007797,2044,1.000000,1.000000,0,0,512,512,,,42.118488,36.696613,0.000000,need_attention
cinder_kitchen,structure,,godot\assets\fairytales\cinder_kitchen\structure.png,863,983,0.877925,0.684865,0.000000,0,0.875905,0.709348,8,8,855,975,0.500000,0.991862,,,,need_attention
cinder_kitchen,prop,0,godot\assets\fairytales\cinder_kitchen\prop-0.png,592,534,1.108614,0.613087,0.000000,0,1.111969,0.649580,8,8,584,526,0.500000,0.985019,,,,need_attention
cinder_kitchen,prop,1,godot\assets\fairytales\cinder_kitchen\prop-1.png,474,552,0.858696,0.687252,0.000000,0,0.854478,0.732492,8,8,466,544,0.500000,0.985507,,,,need_attention
cinder_kitchen,prop,2,godot\assets\fairytales\cinder_kitchen\prop-2.png,590,543,1.086556,0.748959,0.000000,0,1.089184,0.793209,8,8,582,535,0.500000,0.985267,,,,need_attention
cinder_kitchen,prop,3,godot\assets\fairytales\cinder_kitchen\prop-3.png,556,645,0.862016,0.393547,0.000000,0,0.858506,0.415516,8,8,548,637,0.500000,0.987597,,,,need_attention
cinder_kitchen,enemy,0,godot\assets\fairytales\cinder_kitchen\enemy-0.png,496,630,0.787302,0.426120,0.000000,0,0.781759,0.451798,8,8,488,622,0.500000,0.987302,,,,need_attention
cinder_kitchen,enemy,1,godot\assets\fairytales\cinder_kitchen\enemy-1.png,598,541,1.105360,0.467087,0.000000,0,1.108571,0.494554,8,8,590,533,0.500000,0.985213,,,,need_attention
cinder_kitchen,enemy,2,godot\assets\fairytales\cinder_kitchen\enemy-2.png,622,569,1.093146,0.521686,0.000000,0,1.095841,0.550952,8,8,614,561,0.500000,0.985940,,,,need_attention
cinder_garden,ground,,godot\assets\fairytales\cinder_garden\ground.png,512,512,1.000000,1.000000,0.007797,2044,1.000000,1.000000,0,0,512,512,,,9.783854,35.509113,0.000000,need_attention
cinder_garden,cliff,,godot\assets\fairytales\cinder_garden\cliff.png,512,512,1.000000,1.000000,0.007797,2044,1.000000,1.000000,0,0,512,512,,,3.036458,28.809244,0.000000,need_attention
cinder_garden,structure,,godot\assets\fairytales\cinder_garden\structure.png,916,749,1.222964,0.534217,0.000000,0,1.227831,0.555583,8,8,908,741,0.500000,0.989319,,,,need_attention
cinder_garden,prop,0,godot\assets\fairytales\cinder_garden\prop-0.png,594,580,1.024138,0.627592,0.000000,0,1.024823,0.663262,8,8,586,572,0.500000,0.986207,,,,need_attention
cinder_garden,prop,1,godot\assets\fairytales\cinder_garden\prop-1.png,529,619,0.854604,0.480429,0.000000,0,0.850746,0.508559,8,8,521,611,0.500000,0.987076,,,,need_attention
cinder_garden,prop,2,godot\assets\fairytales\cinder_garden\prop-2.png,568,598,0.949833,0.611972,0.000000,0,0.948454,0.647022,8,8,560,590,0.500000,0.986622,,,,need_attention
cinder_garden,prop,3,godot\assets\fairytales\cinder_garden\prop-3.png,566,528,1.071970,0.496319,0.000000,0,1.074219,0.526719,8,8,558,520,0.500000,0.984848,,,,need_attention
cinder_garden,enemy,0,godot\assets\fairytales\cinder_garden\enemy-0.png,517,669,0.772795,0.336777,0.000000,0,0.767228,0.356047,8,8,509,661,0.500000,0.988042,,,,need_attention
cinder_garden,enemy,1,godot\assets\fairytales\cinder_garden\enemy-1.png,365,676,0.539941,0.437424,0.000000,0,0.528788,0.468568,8,8,357,668,0.500000,0.988166,,,,need_attention
cinder_garden,enemy,2,godot\assets\fairytales\cinder_garden\enemy-2.png,603,469,1.285714,0.376607,0.000000,0,1.295806,0.400536,8,8,595,461,0.500000,0.982942,,,,need_attention
cinder_clock,ground,,godot\assets\fairytales\cinder_clock\ground.png,512,512,1.000000,1.000000,0.007797,2044,1.000000,1.000000,0,0,512,512,,,45.516926,40.929035,0.000000,need_attention
cinder_clock,cliff,,godot\assets\fairytales\cinder_clock\cliff.png,512,512,1.000000,1.000000,0.007797,2044,1.000000,1.000000,0,0,512,512,,,39.167969,46.368488,0.000000,need_attention
cinder_clock,structure,,godot\assets\fairytales\cinder_clock\structure.png,447,1014,0.440828,0.732296,0.000000,0,0.431864,0.771657,8,8,439,1006,0.500000,0.992110,,,,need_attention
cinder_clock,prop,0,godot\assets\fairytales\cinder_clock\prop-0.png,590,549,1.074681,0.620314,0.000000,0,1.076923,0.656745,8,8,582,541,0.500000,0.985428,,,,need_attention
cinder_clock,prop,1,godot\assets\fairytales\cinder_clock\prop-1.png,560,561,0.998217,0.381471,0.000000,0,0.998165,0.404220,8,8,552,553,0.500000,0.985740,,,,need_attention
cinder_clock,prop,2,godot\assets\fairytales\cinder_clock\prop-2.png,632,454,1.392070,0.582815,0.000000,0,1.406393,0.619796,8,8,624,446,0.500000,0.982379,,,,need_attention
cinder_clock,prop,3,godot\assets\fairytales\cinder_clock\prop-3.png,443,665,0.666165,0.489788,0.000000,0,0.657935,0.520668,8,8,435,657,0.500000,0.987970,,,,need_attention
cinder_clock,enemy,0,godot\assets\fairytales\cinder_clock\enemy-0.png,477,620,0.769355,0.503435,0.000000,0,0.763245,0.534707,8,8,469,612,0.500000,0.987097,,,,need_attention
cinder_clock,enemy,1,godot\assets\fairytales\cinder_clock\enemy-1.png,638,613,1.040783,0.451326,0.000000,0,1.041876,0.475343,8,8,630,605,0.500000,0.986949,,,,need_attention
cinder_clock,enemy,2,godot\assets\fairytales\cinder_clock\enemy-2.png,440,617,0.713128,0.566907,0.000000,0,0.705491,0.603962,8,8,432,609,0.500000,0.987034,,,,need_attention
